,English,Santali
192855842,"The India national korfball team is managed by the Korfball Federation of India (KFI), representing India in korfball international competitions.","ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱠᱚᱨᱯᱷᱚᱵᱚᱞ ᱜᱟᱫᱮᱞ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱠᱚᱨᱯᱷᱚᱵᱚᱞ ᱯᱷᱮᱰᱟᱨᱮᱥᱚᱱ (ᱠᱮᱹ ᱮᱯᱷ ᱹᱟᱭ) ᱫᱟᱨᱟᱭ ᱛᱮ ᱪᱟᱪᱟᱞᱟᱣᱚᱜᱼᱟ, ᱡᱟᱦᱟᱭ ᱠᱚ ᱠᱚᱨᱯᱷᱚᱵᱚᱞ ᱡᱮᱜᱮᱫ ᱡᱟᱠᱟᱫ ᱦᱮᱯᱨᱟᱣ ᱨᱮ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱢᱟᱲᱛᱮ ᱞᱮᱫᱟ ᱠᱚ ᱾"
192865842,India is the oldest korfball playing country in Asia.,ᱵᱷᱟᱨᱚᱛ ᱫᱚ ᱮᱥᱤᱭᱟ ᱨᱮᱭᱟᱜ ᱢᱟᱨᱮᱱ ᱩᱛᱟᱹᱨ ᱠᱚᱨᱯᱷᱚᱵᱚᱞ ᱠᱷᱮᱞ ᱨᱮᱭᱟᱜ ᱫᱤᱥᱚᱢ ᱠᱟᱱᱟ ᱾
192875842,Each successive World Championship has had at least one team appearing for the first time.,ᱞᱮᱛᱟᱲ ᱜᱮ ᱥᱟᱱᱟᱢ ᱡᱮᱜᱮᱫ ᱪᱮᱢᱯᱤᱭᱚᱱᱥᱤᱯ ᱨᱮ ᱠᱚᱢ ᱠᱟᱛᱮᱫ ᱢᱤᱫᱴᱟᱝ ᱫᱚᱞ ᱫᱚ ᱯᱳᱭᱞᱳ ᱫᱷᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱫᱟᱣ ᱠᱚ ᱦᱟᱛᱟᱣ ᱟᱠᱟᱫᱟ ᱾
192885842,Note: The IKF considers Germany a successor to West Germany.,ᱱᱳᱴᱺ ᱟᱭᱹᱠᱮᱹᱮᱯᱷ ᱫᱚ ᱡᱟᱨᱢᱟᱱᱤ ᱯᱚᱥᱪᱷᱤᱢ ᱡᱟᱨᱢᱟᱱᱤ ᱨᱮᱱ ᱵᱤᱨᱟᱹᱫᱟᱹᱞᱤ ᱞᱮᱠᱟᱛᱮᱭ ᱢᱚᱱᱮᱭ ᱮᱭᱟ ᱾
192895842,"Likewise, Catalonia is seen as a successor to Spain.","ᱱᱚᱝᱠᱟ ᱠᱟᱛᱮᱫ, ᱠᱟᱛᱟᱞᱳᱱᱤᱭᱟ ᱫᱚ ᱥᱯᱮᱱ ᱨᱮᱱ ᱵᱤᱨᱟᱹᱫᱟᱹᱞᱤ ᱞᱮᱠᱟᱛᱮ ᱧᱮᱞ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
192905842,"For each tournament, the number of teams in each finals tournament is shown.","ᱢᱤᱼᱢᱤᱫᱴᱟᱝ ᱴᱩᱨᱱᱟᱢᱮᱱᱴ ᱞᱟᱹᱜᱤᱫ, ᱢᱤᱼᱢᱤᱫᱴᱟᱝ ᱢᱩᱪᱟᱹᱫ ᱴᱩᱨᱱᱟᱢᱮᱱᱴ ᱨᱮ ᱫᱚᱞ ᱨᱮᱭᱟᱜ ᱞᱮᱠᱷᱟ ᱩᱫᱩᱜ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
192915842,"To get the right publicity and the right status desired, the game must emerge from the school playground.","ᱡᱚᱛᱷᱟᱛ ᱯᱚᱨᱪᱟᱨ ᱟᱨ ᱠᱩᱥᱤᱭᱟᱜ ᱞᱮᱠᱟᱱ ᱢᱩᱨᱡᱟᱫᱟ ᱧᱟᱢ ᱦᱩᱭᱩᱜ ᱠᱷᱟᱱ, ᱠᱷᱮᱞ ᱫᱚ ᱮᱠᱟᱞ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮᱭᱟᱜ ᱠᱷᱮᱞ ᱰᱟᱹᱦᱤ ᱠᱷᱚᱱ ᱮᱦᱚᱵ ᱦᱩᱭ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ ᱾"
192925842,Netball should be part of a sports centre where social events could also be held.,"ᱱᱮᱴᱵᱚᱞ ᱱᱚᱝᱠᱟᱱ ᱢᱤᱫᱴᱟᱝ ᱠᱷᱮᱞᱚᱰ ᱛᱟᱞᱢᱟ ᱨᱮᱭᱟᱜ ᱦᱤᱸᱥ ᱦᱩᱭᱩᱜ ᱞᱟᱹᱠᱛᱤ, ᱡᱟᱦᱟᱸ ᱨᱮ ᱥᱟᱶᱛᱟᱠᱤᱭᱟᱹ ᱟᱠᱷᱲᱟ ᱦᱚᱸ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾"
192935842,"Its development, derived from early versions of basketball, began in England in the 1890s.",ᱱᱚᱣᱟ ᱨᱮᱭᱟᱜ ᱩᱛᱱᱟᱹᱣ ᱫᱚ ᱑᱘᱙᱐ᱼᱨᱮᱭᱟᱜ ᱜᱮᱞᱟᱝ ᱨᱮ ᱤᱝᱞᱮᱱᱰ ᱨᱮ ᱵᱟᱥᱠᱮᱴᱵᱚᱞ ᱨᱮᱭᱟᱜ ᱯᱩᱭᱞᱩ ᱥᱚᱝᱥᱠᱚᱨᱚᱱ ᱠᱷᱚᱱ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾
192945842,"The goal posts are 2.4 metres (7 ft 10 in) high, and a smaller ball is used.",ᱜᱳᱞ ᱯᱳᱥᱴ ᱨᱮᱭᱟᱜ ᱩᱥᱩᱞ ᱫᱚ ᱒ᱹ᱔ ᱢᱤᱴᱟᱨ( ᱗ ᱯᱷᱩᱴ ᱑᱐ ᱤᱱᱱᱪᱤ) ᱟᱨ ᱢᱤᱫᱴᱟᱝ ᱠᱟᱹᱴᱤᱡ ᱵᱚᱞ ᱵᱮᱣᱦᱟᱨ ᱦᱚᱭᱩᱜᱼᱟ ᱾
192955842,"In 1903, the Automobile Club of Great Britain and Ireland, and its offshoot, the Marine Motor Association organised a race of auto-boats.",᱑᱙᱐᱓ ᱥᱟᱹᱦᱤᱛ ᱨᱮ ᱜᱨᱮᱴ ᱵᱨᱤᱴᱮᱱ ᱟᱨ ᱟᱭᱟᱨᱞᱮᱱᱰ ᱨᱮᱭᱟᱜ ᱚᱴᱳᱢᱳᱵᱟᱭᱤᱞ ᱠᱞᱟᱵ ᱟᱨ ᱚᱱᱟ ᱨᱮᱟᱭᱜ ᱪᱟᱸᱜᱟ ᱢᱮᱨᱤᱱ ᱢᱳᱴᱚᱨ ᱮᱥᱳᱥᱤᱭᱮᱥᱚᱱ ᱚᱴᱳᱼᱵᱳᱴ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱨᱮᱥᱼᱮ ᱥᱟᱯᱲᱟᱣ ᱞᱮᱫᱟ ᱾
192965842,"As of July 2019, the INF has 53 full and 19 associate national members in five regions.","ᱡᱩᱞᱟᱭ ᱒᱐᱑᱙ ᱞᱮᱠᱟᱛᱮ, ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱴᱚᱴᱷᱟ ᱨᱮ ᱟᱭ ᱮᱱ ᱮᱯᱷ ᱨᱮᱱ ᱕᱓ ᱡᱚᱱᱟ ᱯᱩᱨᱟᱹᱣ ᱟᱨ ᱑᱙ ᱡᱚᱱᱟ ᱥᱚᱦᱚᱫ ᱡᱟᱛᱤᱭᱚ ᱨᱟᱹᱥᱭᱟᱹ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾"
192975842,The monument is a rock-cut monastery or temple.,ᱩᱭᱦᱟᱹᱨ ᱵᱟᱛᱷᱟᱱ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱫᱷᱤᱨᱤ ᱜᱮᱫ ᱢᱚᱴᱷ ᱵᱟᱝᱠᱷᱟᱱ ᱢᱩᱱᱫᱤᱞ ᱠᱟᱱᱟ ᱾
192985842,"The INF is affiliated with the General Association of International Sports Federations, the International World Games Association and the Association of IOC Recognised International Sports Federations.","ᱟᱭ ᱮᱱ ᱮᱯᱷ, ᱡᱮᱱᱟᱨᱮᱞ ᱮᱥᱳᱥᱤᱭᱮᱥᱚᱱ ᱚᱯᱷ ᱤᱱᱴᱟᱨᱱᱮᱥᱮᱱᱮᱞ ᱥᱯᱳᱨᱴᱥ ᱯᱷᱮᱰᱟᱨᱮᱥᱚᱱ, ᱤᱱᱴᱟᱨᱱᱮᱥᱮᱱᱚᱞ ᱚᱣᱟᱞᱰ ᱜᱮᱢᱥ ᱮᱥᱳᱥᱤᱭᱮᱥᱚᱱ ᱟᱨ ᱮᱥᱳᱥᱤᱭᱮᱥᱚᱱ ᱚᱯᱷ ᱟᱭ ᱳ ᱥᱤᱭ ᱢᱟᱱᱟᱣ ᱟᱠᱟᱫ ᱡᱮᱜᱮᱫ ᱡᱟᱠᱟᱛ ᱠᱦᱮᱞᱚᱰ ᱯᱷᱮᱰᱟᱨᱮᱥᱚᱱ ᱥᱟᱞᱟᱜ ᱡᱚᱯᱲᱟᱣ ᱢᱮᱱᱟᱜᱼᱟ ᱾"
192995842,"Founded in 1960, the organisation was initially called the International Federation of Netball and Women's Basketball.","᱑᱙᱖᱐ ᱥᱟᱞ ᱨᱮ ᱥᱟᱯᱨᱟᱣ, ᱱᱚᱶᱟ ᱥᱮᱢᱞᱮᱫ ᱫᱚ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱠᱟᱛᱮ ᱱᱮᱴᱵᱚᱞ ᱟᱨ ᱛᱤᱨᱞᱟᱹ ᱵᱟᱥᱠᱮᱴᱵᱚᱞ ᱨᱮᱭᱟᱜ ᱡᱮᱜᱮᱫ ᱡᱟᱠᱟᱛ ᱯᱷᱮᱰᱟᱨᱮᱥᱚᱱ ᱧᱩᱛᱩᱢ ᱛᱮ ᱩᱯᱨᱩᱢ ᱛᱟᱦᱮᱜ ᱠᱟᱱᱟᱭ ᱾"
193005842,"The INF is responsible for compiling world rankings for national teams, maintaining the rules for netball and organising several major international competitions.","ᱟᱭ ᱮᱱ ᱮᱯᱷ ᱡᱟᱛᱤᱭᱟᱨᱤ ᱜᱟᱫᱮᱞ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱵᱤᱥᱥᱚ ᱨᱮᱝᱠᱤᱝ ᱥᱚᱝᱠᱚᱞᱚᱱ, ᱱᱮᱴᱵᱚᱞ ᱨᱮᱭᱟᱜ ᱟᱹᱨᱤ ᱠᱚ ᱫᱚᱦᱚ ᱟᱨ ᱵᱮᱥ ᱠᱤᱪᱷᱩᱜᱟᱱ ᱢᱟᱨᱟᱝ ᱡᱮᱜᱮᱫ ᱡᱟᱠᱟᱛ ᱦᱮᱯᱨᱟᱣ ᱨᱮ ᱥᱟᱯᱨᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱛᱮ ᱫᱟᱭᱵᱷᱟᱨ ᱛᱟᱦᱮᱜ ᱠᱟᱱᱟ ᱾"
193015842,It is also a signatory to the World Anti-Doping Code.,ᱱᱚᱣᱟ ᱫᱚ ᱡᱮᱜᱮᱫ ᱮᱱᱴᱤᱼ ᱰᱳᱯᱤᱝ ᱠᱳᱰ ᱨᱮ ᱦᱚᱸᱭ ᱥᱩᱦᱤ ᱟᱠᱟᱫᱟ ᱾
193025842,A team can take two time-outs of 30 seconds each during a set.,ᱡᱷᱚᱛᱚᱢ ᱜᱟᱫᱮᱞ ᱜᱮ ᱢᱤᱫᱴᱟᱝ ᱥᱮᱴ ᱨᱮ ᱓᱐ ᱴᱤᱲᱤᱡ ᱠᱟᱛᱮ ᱵᱟᱨᱫᱷᱟᱣ ᱚᱠᱛᱚ ᱰᱷᱮᱨ ᱮ ᱦᱟᱛᱟᱣ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
193035842,The first team to score 25 points wins a set.,"ᱡᱟᱦᱟᱭ ᱜᱟᱫᱮᱞ ᱯᱳᱭᱞᱳ ᱒᱕ ᱯᱚᱭᱮᱱᱴ ᱮ ᱟᱨᱡᱟᱹᱣᱟ, ᱩᱱᱤ ᱫᱚᱫᱚ ᱢᱤᱫᱴᱟᱱ ᱥᱮᱴ ᱮ ᱡᱤᱛᱠᱟᱹᱨᱚᱜᱼᱟ ᱾"
193045842,This injury ruled her out of the chance to play at the 2006 Melbourne Commonwealth games.,ᱱᱚᱣᱟ ᱵᱟᱡᱟᱣ ᱫᱚ ᱒᱐᱐᱖ ᱥᱟᱞ ᱨᱮ ᱟᱡᱦᱚ ᱢᱮᱞᱵᱨᱳᱱ ᱠᱚᱢᱚᱱᱳᱭᱮᱞᱛᱷ ᱜᱮᱢᱥ ᱨᱮ ᱠᱷᱮᱞ ᱨᱮᱱᱟᱜ ᱫᱟᱣ ᱠᱷᱚᱱᱟᱜ ᱮ ᱯᱩᱪᱩᱡ ᱞᱮᱱᱟ ᱾
193055842,Throwball is a non-contact ball sport played across a net between two teams of nine players on a rectangular court.,ᱪᱟᱯᱟᱫ ᱵᱚᱞ ᱫᱳ ᱢᱤᱫᱴᱟᱱ ᱵᱟᱝ ᱡᱚᱴᱮᱫ ᱟᱱᱟᱜ ᱠᱷᱮᱞᱳᱰ ᱠᱟᱱᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱟᱭᱚᱛᱚᱠᱷᱮᱛᱛᱨᱟᱠᱟᱨ ᱠᱳᱨᱴ ᱨᱮ ᱟᱨᱮ ᱡᱚᱱ ᱠᱷᱮᱞᱳᱰᱤᱭᱟᱹ ᱠᱚ ᱵᱟᱨᱭᱟ ᱫᱚᱞᱛᱮ ᱡᱟᱞᱮ ᱨᱮᱭᱟᱜ ᱱᱚᱣᱟ ᱟᱨ ᱦᱟᱱᱟ ᱥᱟᱦᱟ ᱠᱷᱚᱱ ᱠᱚ ᱠᱷᱮᱞᱳᱰᱟ ᱾
193065842,The International Throwball Federation is the highest governing body for the sport.,ᱡᱮᱜᱮᱫ ᱡᱟᱠᱟᱛ ᱪᱟᱯᱟᱛ ᱵᱚᱞ ᱯᱷᱮᱰᱟᱨᱮᱥᱚᱱ ᱫᱚ ᱱᱚᱣᱟ ᱠᱷᱮᱞᱳᱱᱰ ᱨᱮᱱ ᱥᱚᱨᱮᱥ ᱟᱹᱪᱩᱼᱪᱟᱞᱟᱣᱤᱡ ᱠᱩᱢᱩᱴ ᱠᱟᱱᱟᱭ ᱾
193075842,"By 1990, Throwball in India developed separate competitions for both men and women.","᱑᱙᱙᱐ ᱥᱟᱦᱤᱛ ᱨᱮ, ᱵᱷᱟᱨᱚᱛ ᱨᱮ ᱠᱚᱲᱟ ᱟᱨ ᱠᱩᱲᱤ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱵᱷᱤᱱᱟᱹ ᱦᱮᱯᱨᱟᱣ ᱨᱮᱱᱟᱜ ᱵᱚᱱᱫᱮᱡ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾"
193085842,The ball is similar to a volleyball but may be slightly larger.,ᱵᱚᱞ ᱫᱚ ᱵᱷᱚᱞᱤᱵᱚᱞ ᱞᱮᱠᱟᱜᱮ ᱧᱮᱞᱛᱮ ᱢᱮᱱᱠᱷᱟᱱ ᱠᱟᱴᱤᱡ ᱞᱟᱹᱴᱩ ᱧᱚᱜ ᱦᱚᱸ ᱦᱩᱭᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
193095842,"Another source says that it was ""Shehar mein charcha hai"" from the same film.","ᱮᱴᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱛᱮᱛᱮᱛ ᱞᱟᱹᱭᱮᱫᱟ ᱡᱮ ᱱᱚᱣᱟ ᱫᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱢᱤᱫ ᱪᱚᱞᱚᱛᱪᱤᱛᱟᱹᱨ ᱨᱮᱱᱟᱜ ᱥᱮᱨᱮᱧ "" ᱥᱚᱦᱚᱨ ᱢᱮ ᱪᱚᱨᱪᱟ ᱦᱮᱭ"" ᱾"
193105842,The government of India announced a two-day public mourning in his honour.,ᱵᱷᱟᱨᱚᱛ ᱥᱚᱨᱠᱟᱨ ᱩᱱᱤᱭᱟᱜ ᱢᱟᱹᱱ ᱞᱮᱠᱟᱛᱮ ᱵᱟᱨ ᱢᱟᱦᱟ ᱨᱮᱭᱟᱜ ᱫᱩᱠᱷ ᱢᱟᱦᱟᱭ ᱯᱟᱞᱟᱣ ᱞᱮᱫᱟ ᱾
193115842,Many biographies and documentaries continue to be written and made about him.,ᱩᱱᱤ ᱞᱟᱹᱭᱛᱮ ᱟᱹᱰᱤᱜᱟᱱ ᱡᱤᱭᱚᱱ ᱟᱨ ᱛᱚᱛᱛᱚ ᱪᱤᱛᱟᱹᱨ ᱚᱞ ᱟᱨ ᱵᱮᱱᱟᱣ ᱪᱟᱞᱟᱣ ᱤᱫᱤᱜᱼᱟ ᱾
193125842,"Rafi married twice and his first marriage was to his cousin, Bashira Bibi, which took place in his ancestral village.","ᱨᱚᱯᱷᱤ ᱫᱚ ᱵᱟᱨ ᱫᱷᱟᱣ ᱮ ᱵᱟᱯᱞᱟ ᱞᱮᱱᱟ ᱟᱨ ᱩᱱᱤᱭᱟᱜ ᱯᱳᱭᱞᱳ ᱵᱟᱯᱞᱟ ᱫᱚ ᱦᱩᱭ ᱞᱮᱱᱛᱟᱭᱟ ᱟᱡ ᱢᱟᱨᱟᱝ ᱵᱟ ᱨᱮᱱ ᱠᱩᱲᱤ ᱵᱚᱥᱤᱨ ᱵᱤᱵᱤ ᱥᱟᱶ, ᱟᱡᱟᱜ ᱡᱟᱱᱟᱢ ᱚᱲᱟᱜ ᱨᱮ ᱾"
193135842,Three songs were tied for the No. 2 spot; two were sung by Rafi.,"ᱯᱮᱭᱟ ᱥᱮᱨᱮᱧ ᱒ ᱱᱚᱢᱵᱚᱨ ᱴᱷᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱫᱚᱦᱚ ᱦᱩᱭ ᱞᱮᱱᱟ, ᱚᱱᱟᱠᱤᱱ ᱢᱩᱫᱽᱨᱮ ᱵᱟᱨᱭᱟ ᱫᱚ ᱨᱚᱯᱷᱤ ᱥᱮᱨᱮᱧ ᱞᱮᱫᱟᱭ ᱾"
193145842,I think it's a movie that's broken all records.,ᱤᱧᱤᱧ ᱢᱚᱱᱮᱭᱟ ᱱᱚᱣᱟ ᱫᱚ ᱱᱚᱝᱠᱟᱱ ᱢᱤᱫᱴᱟᱝ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱠᱟᱱᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱥᱟᱱᱟᱢ ᱨᱮᱠᱚᱨᱰᱼᱮ ᱨᱟᱹᱯᱩᱫ ᱟᱠᱟᱫᱟ ᱾
193155842,The two settled out of court when Khan agreed to split her time between both films.,ᱵᱟᱱᱟᱦᱚᱲ ᱜᱮ ᱟᱫᱟᱞᱚᱛ ᱵᱟᱦᱨᱮᱜᱮ ᱠᱤᱱ ᱥᱟᱞᱟᱜᱚᱴᱟ ᱠᱟᱫᱟ ᱩᱱᱫᱚ ᱠᱷᱟᱱ ᱟᱭᱟᱜ ᱪᱚᱞᱚᱛ ᱪᱛᱟᱹᱨ ᱜᱮ ᱦᱟᱴᱤᱧ ᱞᱟᱜᱤᱛ ᱮ ᱨᱮᱵᱮᱱ ᱮᱱᱟ ᱾
193165842,"By late October, the crew had returned to Mumbai to film a second song, ""Aankh Marey""—a remake of a 90s classic song.","ᱚᱠᱴᱳᱵᱚᱨ ᱨᱮᱱᱟᱜ ᱢᱩᱪᱟᱹᱫ ᱥᱮᱫ, ᱠᱟᱨᱤᱵᱮᱱᱟᱣᱤᱭᱟᱹ ᱢᱩᱢᱵᱟᱭ ᱨᱮ ᱨᱩᱣᱟᱹᱲ ᱦᱮᱡ ᱠᱟᱛᱮ ᱫᱚᱥᱟᱨ ᱥᱮᱨᱮᱧ"" ᱟᱸᱠᱷ ᱢᱟᱨᱮ"" ᱨᱮᱱᱟᱜ ᱪᱤᱛᱟᱹᱨ ᱦᱟᱱᱟᱛᱟᱣ ᱠᱮᱫᱟᱠᱚ, ᱡᱟᱦᱟ ᱙᱐ ᱜᱮᱞ ᱥᱟᱭ ᱨᱮᱱᱟᱜ ᱠᱞᱟᱥᱤᱠ ᱥᱮᱨᱮᱧ ᱨᱮᱱᱟᱜ ᱨᱤᱢᱤᱠ ᱾"
193175842,Only the final sequence was left to be filmed after the wedding.,ᱵᱟᱯᱞᱟ ᱛᱟᱭᱚᱢ ᱠᱷᱟᱞᱤ ᱢᱩᱬᱩᱫ ᱴᱷᱮᱱᱟᱜ ᱪᱤᱛᱟᱹᱨ ᱦᱟᱛᱟᱣ ᱵᱟᱠᱤ ᱛᱟᱦᱮᱠᱟᱱᱟ᱾
193185842,It is a remake of the Telugu-language film Temper (2015).,ᱱᱚᱣᱟ ᱫᱚ ᱛᱮᱞᱜᱩ ᱯᱟᱹᱥᱤ ᱨᱮᱱᱟᱜ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ 'ᱴᱮᱢᱯᱟᱨ' ᱒᱐᱑᱕ ᱥᱟᱹᱦᱤᱛ ᱨᱮᱱᱟᱜ ᱫᱚᱥᱟᱨ ᱥᱟᱯᱲᱟᱣ ᱾
193195842,He contributed to the society by helping people through his charity and notable deeds.,ᱩᱱᱤ ᱟᱡᱟᱜ ᱫᱟᱱ ᱟᱨ ᱧᱩᱢ ᱟᱱᱟᱜ ᱠᱟᱹᱢᱤ ᱛᱟᱞᱟᱛᱮ ᱦᱚᱲ ᱠᱚ ᱜᱚᱲᱚ ᱠᱟᱛᱮ ᱥᱟᱣᱛᱟᱨᱮ ᱮᱱᱮᱢ ᱫᱚᱦᱚ ᱞᱮᱫᱟᱭ ᱾
193205842,"But unfortunately, they didn't send their entry in.","ᱢᱮᱱᱠᱷᱟᱱ ᱵᱟᱹᱲᱤᱡ ᱢᱚᱞᱚᱝ, ᱩᱱᱠᱩ ᱫᱚ ᱟᱠᱚᱣᱟᱜ ᱟᱹᱨᱡᱤ ᱥᱟᱠᱟᱢ ᱵᱟᱠᱚ ᱵᱷᱮᱡᱟ ᱟᱠᱟᱫᱟ ᱾"
193215842,Poorna is a 2017 Indian Hindi-language biographical adventure film directed by Rahul Bose.,ᱯᱩᱨᱱᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱨᱟᱦᱩᱞ ᱵᱳᱥ ᱧᱮᱞᱥᱟᱢᱴᱟᱣᱟᱜ ᱒᱐᱑᱗ ᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱜ ᱦᱤᱱᱫᱤ ᱯᱟᱹᱨᱤᱥ ᱨᱮᱭᱟᱜ ᱡᱤᱣᱚᱱ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ᱾
193225842,"So, Dangal has not sent their entry in.",ᱚᱱᱟᱛᱮ 'ᱫᱚᱝᱜᱚᱞ' ᱩᱱᱠᱩ ᱮᱱᱴᱨᱤ ᱵᱟᱭ ᱵᱷᱮᱡᱟ ᱟᱠᱟᱫ ᱠᱚᱣᱟ ᱾
193235842,The soundtrack of Poorna was composed by Salim–Sulaiman while the lyrics were written by Amitabh Bhattacharya.,ᱯᱩᱨᱱᱟ ᱨᱮᱭᱟᱜ ᱥᱮᱨᱮᱧ ᱮ ᱚᱞ ᱟᱠᱟᱫᱟ ᱥᱮᱞᱤᱢᱼᱥᱩᱞᱟᱭᱢᱟᱱ ᱟᱨ ᱥᱮᱨᱮᱧ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟᱭ ᱜᱟᱵᱟᱱ ᱟᱠᱟᱫᱟ ᱚᱢᱤᱛᱟᱵᱷ ᱵᱷᱚᱴᱴᱟᱪᱟᱨᱡᱚ ᱾
193245842,"Simmba initially ignores this after being pacified by Durva, and Shagun, in the meantime, falls in love with him.",ᱫᱩᱨᱵᱟ ᱦᱚᱛᱮᱛᱮ ᱥᱟᱱᱛᱤᱭᱮᱱ ᱛᱟᱭᱚᱢ ᱥᱤᱢᱵᱟ ᱯᱳᱭᱞᱳᱛᱮ ᱱᱚᱣᱟ ᱱᱟᱥᱮ ᱛᱟᱜᱤᱧᱚᱜ ᱠᱟᱛᱮ ᱟᱨ ᱤᱱᱟᱹᱛᱟᱞᱟ ᱨᱮᱜᱮ ᱥᱜᱩᱱ ᱩᱱᱤᱭᱟᱜ ᱫᱩᱞᱟᱹᱲ ᱨᱮᱭ ᱡᱷᱟᱞᱤᱭᱮᱱᱟ ᱾
193255842,The soundtrack album was released on 27 December 2018.,ᱥᱮᱨᱮᱧ ᱮᱞᱵᱟᱢ ᱫᱚ ᱒᱐᱑᱘ ᱥᱟᱦᱤᱛ ᱨᱮ ᱒᱗ ᱰᱤᱥᱮᱢᱵᱚᱨ ᱦᱤᱞᱳᱜ ᱪᱷᱟᱹᱲ ᱟᱠᱟᱱᱟ ᱾
193265842,"The film grossed ₹92.10 crores from overseas markets, as estimated by Bollywood Hungama.",ᱵᱳᱞᱤᱣᱰ ᱦᱟᱝᱜᱟᱢᱟ ᱥᱤᱥᱟᱹᱵ ᱞᱮᱠᱟᱛᱮ ᱵᱤᱞᱟᱹᱛ ᱵᱟᱡᱟᱨ ᱠᱷᱚᱱ ᱟᱨᱡᱟᱹᱣ ᱟᱠᱟᱱᱟ ᱙᱒ᱹ᱑᱐ ᱠᱳᱴᱤ ᱠᱟᱣᱰᱤ ᱾
193275842,The Background Score is composed by Sanchit Choudhary and Bishakh Jyoti,ᱵᱮᱠᱜᱨᱟᱣᱩᱱᱰ ᱮᱥᱠᱳᱨ ᱜᱟᱵᱟᱱ ᱟᱠᱟᱫᱟᱭ ᱥᱚᱧᱪᱤᱛ ᱪᱳᱣᱫᱷᱩᱨᱤ ᱟᱨ ᱵᱤᱥᱟᱠ ᱡᱳᱛᱤ ᱾
193285842,The interior areas of Bengal proper were already experiencing growing resistance to Company rule due to the Muslim Faraizi movement.,ᱢᱩᱥᱞᱤᱢ ᱯᱷᱚᱨᱟᱭᱮᱡᱤ ᱞᱟᱲᱟᱣᱱᱟ ᱛᱟᱭᱚᱢ ᱵᱟᱝᱞᱟ ᱨᱮᱭᱟᱜ ᱵᱤᱛᱤᱨ ᱨᱮ ᱠᱳᱢᱯᱟᱱᱤ ᱥᱟᱥᱚᱱ ᱵᱤᱨᱩᱫ ᱨᱮ ᱴᱮᱠᱟᱣ ᱵᱟᱹᱭ ᱵᱟᱹᱭᱛᱮ ᱵᱟᱹᱲᱛᱤ ᱧᱚᱜ ᱞᱮᱱᱟ ᱾
193295842,The shooting of the film was completed in the first half of April 2019.,᱒᱐᱑᱙ ᱥᱟᱹᱦᱤᱛ ᱨᱮᱱᱟᱜ ᱮᱯᱨᱤᱞ ᱨᱮᱱᱟᱜ ᱯᱳᱭᱞᱳ ᱥᱮᱱᱨᱮ ᱪᱤᱛᱟᱹᱨ ᱨᱮᱱᱟᱜ ᱪᱤᱛᱟᱹᱨ ᱦᱟᱱᱟᱛᱟᱣ ᱢᱩᱪᱟᱹᱫ ᱞᱮᱱᱟ ᱾
